//<Version>ODV Spreadsheet V4.0</Version>
//<Creator>tremenyi@SCLS-SPN-14234.local</Creator>
//<CreateTime>2012-05-13T08:32:49</CreateTime>
//<Software>Ocean Data View Version 4.3.5 - 2010</Software>
//<Source>/Users/tremenyi/Documents/ODV/data/SAZSENSE/SAZSENSE_TM_20120209.odv</Source>
//<SourceLastModified>2012-05-04T12:51:19</SourceLastModified>
//<DataField>GeneralField</DataField>
//<DataType>GeneralType</DataType>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth	Depth	Al	Co	Ni	Cu	Zn	Cd	Pb	Fe
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	918.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	938.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	958.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	978.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	999.048								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1020.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1042.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1064.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1098.201								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1122.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1146.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1170.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1198.203								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1224.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1250.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1297.535								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1326.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1354.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1409.604								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1440.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1470.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1500.622								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1532.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1564.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1596.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1630.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1664.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1698.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1734.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1770.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1808.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1846.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1884.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1924.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	1964.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2006.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2048.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2090.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2134.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2178.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2224.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2270.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2318.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2366.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2416.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2466.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2518.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2570.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2624.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2678.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2734.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2790.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2848.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2908.000								
au0703	1	B	2007-01-19T12:03:09.000	144.7352	-43.841	3176	2968.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	9.118								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	9.206								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	19.125								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	19.225								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	33.221								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	33.268								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	49.261								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	49.336								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	69.466								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	69.939								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	88.634								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	88.703								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	100.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	114.904								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	115.016								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	126.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	136.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	149.303								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	149.562								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	160.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	174.653								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	175.173								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	186.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	199.784								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	200.065								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	212.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	222.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	232.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	250.909								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	262.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	272.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	282.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	300.049								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	312.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	322.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	332.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	342.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	352.806								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	364.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	374.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	384.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	398.930								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	410.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	420.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	430.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	440.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	450.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	460.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	470.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	480.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	490.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	500.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	512.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	524.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	536.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	548.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	560.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	572.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	584.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	596.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	610.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	624.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	638.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	652.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	666.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	680.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	694.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	710.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	726.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	742.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	758.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	774.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	790.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	808.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	826.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	844.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	862.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	880.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	898.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	918.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	938.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	958.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	978.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	998.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1020.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1042.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1064.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1086.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1110.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1134.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1158.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1182.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1208.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1234.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1260.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1286.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1314.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1342.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1370.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1398.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1428.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1458.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1488.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1520.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1552.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1584.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1618.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1652.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1686.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1722.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1758.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1794.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1832.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1870.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1910.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1950.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	1990.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2032.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2074.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2118.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2162.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2208.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2254.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2300.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2348.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2396.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2446.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2496.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2548.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2600.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2654.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2710.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2766.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2824.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2882.000								
au0703	2	B	2007-01-19T15:59:39.000	144.6928	-43.836	3185	2942.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	4.454								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	24.703								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	36.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	49.987								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	60.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	73.557								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	84.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	100.283								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	112.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	122.690								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	134.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	149.360								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	160.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	170.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	180.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	190.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	200.216								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	212.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	222.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	232.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	248.578								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	260.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	270.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	280.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	298.309								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	310.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	320.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	330.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	340.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	350.250								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	362.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	372.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	382.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	399.193								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	410.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	420.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	430.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	440.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	450.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	460.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	470.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	480.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	497.545								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	508.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	520.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	532.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	544.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	556.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	568.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	580.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	598.276								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	612.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	626.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	640.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	654.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	668.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	682.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	699.489								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	714.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	730.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	746.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	762.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	778.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	797.130								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	814.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	832.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	850.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	868.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	900.970								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	920.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	940.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	960.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	999.294								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1020.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1042.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1064.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1086.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1110.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1134.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1158.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1182.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1208.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1248.277								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1274.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1300.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1328.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1356.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1384.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1414.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1444.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1499.021								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1530.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1562.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1594.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1628.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1662.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1696.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1748.025								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1784.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1822.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1860.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1898.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	1938.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2000.273								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2042.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2084.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2128.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2172.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2247.883								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2294.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2342.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2390.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2440.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2500.150								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2552.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2606.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2660.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2716.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2772.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2830.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2888.000								
au0703	3	B	2007-01-20T00:45:50.000	142.9812	-45.000	4900	2948.000								
au0703	4	B	2007-01-20T11:06:47.000	143.0283	-44.919	4900	4.544								
au0703	4	B	2007-01-20T11:06:47.000	143.0283	-44.919	4900	4.625								
au0703	4	B	2007-01-20T11:06:47.000	143.0283	-44.919	4900	24.476								
